"","date","state","overdose_search_12m","naloxone_search_12m"
"68",2005-04-16,"Alabama",0,NA
"69",2005-04-23,"Alabama",0,NA
"70",2005-04-30,"Alabama",62.8351923076923,NA
"71",2005-05-07,"Alabama",62.8351923076923,NA
"72",2005-05-14,"Alabama",62.8351923076923,NA
"73",2005-05-21,"Alabama",62.8351923076923,NA
"74",2005-05-28,"Alabama",62.8351923076923,NA
"75",2005-06-04,"Alabama",62.8351923076923,NA
"76",2005-06-11,"Alabama",123.886730769231,NA
"77",2005-06-18,"Alabama",123.886730769231,NA
"78",2005-06-25,"Alabama",123.886730769231,NA
"79",2005-07-02,"Alabama",123.886730769231,NA
"80",2005-07-09,"Alabama",123.886730769231,NA
"81",2005-07-16,"Alabama",123.886730769231,NA
"82",2005-07-23,"Alabama",123.886730769231,NA
"83",2005-07-30,"Alabama",123.886730769231,NA
"84",2005-08-06,"Alabama",123.886730769231,NA
"85",2005-08-13,"Alabama",123.886730769231,NA
"86",2005-08-20,"Alabama",123.886730769231,NA
"87",2005-08-27,"Alabama",123.886730769231,NA
"88",2005-09-03,"Alabama",123.886730769231,NA
"89",2005-09-10,"Alabama",123.886730769231,NA
"90",2005-09-17,"Alabama",203.448653846154,NA
"91",2005-09-24,"Alabama",203.448653846154,NA
"92",2005-10-01,"Alabama",203.448653846154,NA
"93",2005-10-08,"Alabama",203.448653846154,NA
"94",2005-10-15,"Alabama",203.448653846154,NA
"95",2005-10-22,"Alabama",203.448653846154,NA
"96",2005-10-29,"Alabama",203.448653846154,NA
"97",2005-11-05,"Alabama",203.448653846154,NA
"98",2005-11-12,"Alabama",203.448653846154,NA
"99",2005-11-19,"Alabama",203.448653846154,NA
"100",2005-11-26,"Alabama",203.448653846154,NA
"101",2005-12-03,"Alabama",203.448653846154,NA
"102",2005-12-10,"Alabama",203.448653846154,NA
"103",2005-12-17,"Alabama",203.448653846154,NA
"104",2005-12-24,"Alabama",203.448653846154,NA
"105",2005-12-31,"Alabama",203.448653846154,NA
"106",2006-01-07,"Alabama",203.448653846154,NA
"107",2006-01-14,"Alabama",203.448653846154,NA
"108",2006-01-21,"Alabama",203.448653846154,NA
"109",2006-01-28,"Alabama",203.448653846154,NA
"110",2006-02-04,"Alabama",203.448653846154,NA
"111",2006-02-11,"Alabama",203.448653846154,NA
"112",2006-02-18,"Alabama",203.448653846154,NA
"113",2006-02-25,"Alabama",203.448653846154,NA
"114",2006-03-04,"Alabama",203.448653846154,NA
"115",2006-03-11,"Alabama",203.448653846154,NA
"116",2006-03-18,"Alabama",203.448653846154,NA
"117",2006-03-25,"Alabama",203.448653846154,NA
"118",2006-04-01,"Alabama",203.448653846154,NA
"119",2006-04-08,"Alabama",203.448653846154,NA
"120",2006-04-15,"Alabama",203.448653846154,NA
"121",2006-04-22,"Alabama",203.448653846154,NA
"122",2006-04-29,"Alabama",140.613461538462,NA
"123",2006-05-06,"Alabama",140.613461538462,NA
"124",2006-05-13,"Alabama",140.613461538462,NA
"125",2006-05-20,"Alabama",140.613461538462,NA
"126",2006-05-27,"Alabama",140.613461538462,NA
"127",2006-06-03,"Alabama",140.613461538462,NA
"128",2006-06-10,"Alabama",79.5619230769231,NA
"129",2006-06-17,"Alabama",79.5619230769231,NA
"130",2006-06-24,"Alabama",79.5619230769231,NA
"131",2006-07-01,"Alabama",79.5619230769231,NA
"132",2006-07-08,"Alabama",79.5619230769231,NA
"133",2006-07-15,"Alabama",79.5619230769231,NA
"134",2006-07-22,"Alabama",79.5619230769231,NA
"135",2006-07-29,"Alabama",79.5619230769231,NA
"136",2006-08-05,"Alabama",79.5619230769231,NA
"137",2006-08-12,"Alabama",79.5619230769231,NA
"138",2006-08-19,"Alabama",79.5619230769231,NA
"139",2006-08-26,"Alabama",79.5619230769231,NA
"140",2006-09-02,"Alabama",79.5619230769231,NA
"141",2006-09-09,"Alabama",114.966153846154,NA
"142",2006-09-16,"Alabama",35.4042307692308,NA
"143",2006-09-23,"Alabama",35.4042307692308,NA
"144",2006-09-30,"Alabama",35.4042307692308,NA
"145",2006-10-07,"Alabama",35.4042307692308,NA
"146",2006-10-14,"Alabama",35.4042307692308,NA
"147",2006-10-21,"Alabama",35.4042307692308,NA
"148",2006-10-28,"Alabama",35.4042307692308,NA
"149",2006-11-04,"Alabama",35.4042307692308,NA
"150",2006-11-11,"Alabama",35.4042307692308,NA
"151",2006-11-18,"Alabama",35.4042307692308,NA
"152",2006-11-25,"Alabama",35.4042307692308,NA
"153",2006-12-02,"Alabama",35.4042307692308,NA
"154",2006-12-09,"Alabama",35.4042307692308,NA
"155",2006-12-16,"Alabama",35.4042307692308,NA
"156",2006-12-23,"Alabama",35.4042307692308,NA
"157",2006-12-30,"Alabama",35.4042307692308,NA
"158",2007-01-06,"Alabama",35.4042307692308,NA
"159",2007-01-13,"Alabama",35.4042307692308,NA
"160",2007-01-20,"Alabama",35.4042307692308,NA
"161",2007-01-27,"Alabama",35.4042307692308,NA
"162",2007-02-03,"Alabama",35.4042307692308,NA
"163",2007-02-10,"Alabama",35.4042307692308,NA
"164",2007-02-17,"Alabama",35.4042307692308,NA
"165",2007-02-24,"Alabama",35.4042307692308,NA
"166",2007-03-03,"Alabama",35.4042307692308,NA
"167",2007-03-10,"Alabama",35.4042307692308,NA
"168",2007-03-17,"Alabama",35.4042307692308,NA
"169",2007-03-24,"Alabama",35.4042307692308,NA
"170",2007-03-31,"Alabama",35.4042307692308,NA
"171",2007-04-07,"Alabama",35.4042307692308,NA
"172",2007-04-14,"Alabama",35.4042307692308,NA
"173",2007-04-21,"Alabama",35.4042307692308,NA
"174",2007-04-28,"Alabama",35.4042307692308,NA
"175",2007-05-05,"Alabama",35.4042307692308,NA
"176",2007-05-12,"Alabama",35.4042307692308,NA
"177",2007-05-19,"Alabama",35.4042307692308,NA
"178",2007-05-26,"Alabama",35.4042307692308,NA
"179",2007-06-02,"Alabama",35.4042307692308,NA
"180",2007-06-09,"Alabama",35.4042307692308,NA
"181",2007-06-16,"Alabama",35.4042307692308,NA
"182",2007-06-23,"Alabama",35.4042307692308,NA
"183",2007-06-30,"Alabama",35.4042307692308,NA
"184",2007-07-07,"Alabama",35.4042307692308,NA
"185",2007-07-14,"Alabama",35.4042307692308,NA
"186",2007-07-21,"Alabama",35.4042307692308,NA
"187",2007-07-28,"Alabama",35.4042307692308,NA
"188",2007-08-04,"Alabama",35.4042307692308,NA
"189",2007-08-11,"Alabama",35.4042307692308,NA
"190",2007-08-18,"Alabama",35.4042307692308,NA
"191",2007-08-25,"Alabama",35.4042307692308,NA
"192",2007-09-01,"Alabama",35.4042307692308,NA
"193",2007-09-08,"Alabama",0,NA
"194",2007-09-15,"Alabama",0,NA
"195",2007-09-22,"Alabama",0,NA
"196",2007-09-29,"Alabama",0,NA
"197",2007-10-06,"Alabama",0,NA
"198",2007-10-13,"Alabama",0,NA
"199",2007-10-20,"Alabama",23.3571153846154,NA
"200",2007-10-27,"Alabama",23.3571153846154,NA
"201",2007-11-03,"Alabama",23.3571153846154,NA
"202",2007-11-10,"Alabama",23.3571153846154,NA
"203",2007-11-17,"Alabama",23.3571153846154,NA
"204",2007-11-24,"Alabama",23.3571153846154,NA
"205",2007-12-01,"Alabama",23.3571153846154,NA
"206",2007-12-08,"Alabama",23.3571153846154,NA
"207",2007-12-15,"Alabama",23.3571153846154,NA
"208",2007-12-22,"Alabama",23.3571153846154,NA
"209",2007-12-29,"Alabama",23.3571153846154,NA
"210",2008-01-05,"Alabama",23.3571153846154,NA
"211",2008-01-12,"Alabama",23.3571153846154,NA
"212",2008-01-19,"Alabama",23.3571153846154,NA
"213",2008-01-26,"Alabama",44.6828846153846,NA
"214",2008-02-02,"Alabama",44.6828846153846,NA
"215",2008-02-09,"Alabama",44.6828846153846,NA
"216",2008-02-16,"Alabama",44.6828846153846,NA
"217",2008-02-23,"Alabama",44.6828846153846,NA
"218",2008-03-01,"Alabama",63.0523076923077,NA
"219",2008-03-08,"Alabama",63.0523076923077,NA
"220",2008-03-15,"Alabama",63.0523076923077,NA
"221",2008-03-22,"Alabama",63.0523076923077,NA
"222",2008-03-29,"Alabama",63.0523076923077,NA
"223",2008-04-05,"Alabama",63.0523076923077,NA
"224",2008-04-12,"Alabama",63.0523076923077,NA
"225",2008-04-19,"Alabama",63.0523076923077,NA
"226",2008-04-26,"Alabama",63.0523076923077,NA
"227",2008-05-03,"Alabama",63.0523076923077,NA
"228",2008-05-10,"Alabama",63.0523076923077,NA
"229",2008-05-17,"Alabama",82.8838461538462,NA
"230",2008-05-24,"Alabama",82.8838461538462,NA
"231",2008-05-31,"Alabama",82.8838461538462,NA
"232",2008-06-07,"Alabama",82.8838461538462,NA
"233",2008-06-14,"Alabama",82.8838461538462,NA
"234",2008-06-21,"Alabama",82.8838461538462,NA
"235",2008-06-28,"Alabama",82.8838461538462,NA
"236",2008-07-05,"Alabama",82.8838461538462,NA
"237",2008-07-12,"Alabama",82.8838461538462,NA
"238",2008-07-19,"Alabama",82.8838461538462,NA
"239",2008-07-26,"Alabama",82.8838461538462,NA
"240",2008-08-02,"Alabama",82.8838461538462,NA
"241",2008-08-09,"Alabama",82.8838461538462,NA
"242",2008-08-16,"Alabama",82.8838461538462,NA
"243",2008-08-23,"Alabama",100.683076923077,NA
"244",2008-08-30,"Alabama",100.683076923077,NA
"245",2008-09-06,"Alabama",100.683076923077,NA
"246",2008-09-13,"Alabama",100.683076923077,NA
"247",2008-09-20,"Alabama",100.683076923077,NA
"248",2008-09-27,"Alabama",100.683076923077,NA
"249",2008-10-04,"Alabama",125.309807692308,NA
"250",2008-10-11,"Alabama",125.309807692308,NA
"251",2008-10-18,"Alabama",125.967307692308,NA
"252",2008-10-25,"Alabama",125.967307692308,NA
"253",2008-11-01,"Alabama",125.967307692308,NA
"254",2008-11-08,"Alabama",147.215192307692,NA
"255",2008-11-15,"Alabama",147.215192307692,NA
"256",2008-11-22,"Alabama",147.215192307692,NA
"257",2008-11-29,"Alabama",147.215192307692,NA
"258",2008-12-06,"Alabama",147.215192307692,NA
"259",2008-12-13,"Alabama",147.215192307692,NA
"260",2008-12-20,"Alabama",147.215192307692,NA
"261",2008-12-27,"Alabama",147.215192307692,NA
"262",2009-01-03,"Alabama",147.215192307692,NA
"263",2009-01-10,"Alabama",147.215192307692,NA
"264",2009-01-17,"Alabama",147.215192307692,NA
"265",2009-01-24,"Alabama",125.889423076923,NA
"266",2009-01-31,"Alabama",125.889423076923,NA
"267",2009-02-07,"Alabama",125.889423076923,NA
"268",2009-02-14,"Alabama",125.889423076923,NA
"269",2009-02-21,"Alabama",147.691346153846,NA
"270",2009-02-28,"Alabama",129.321923076923,NA
"271",2009-03-07,"Alabama",129.321923076923,NA
"272",2009-03-14,"Alabama",129.321923076923,NA
"273",2009-03-21,"Alabama",129.321923076923,NA
"274",2009-03-28,"Alabama",129.321923076923,NA
"275",2009-04-04,"Alabama",129.321923076923,NA
"276",2009-04-11,"Alabama",129.321923076923,NA
"277",2009-04-18,"Alabama",129.321923076923,NA
"278",2009-04-25,"Alabama",129.321923076923,NA
"279",2009-05-02,"Alabama",129.321923076923,NA
"280",2009-05-09,"Alabama",129.321923076923,NA
"281",2009-05-16,"Alabama",109.490384615385,NA
"282",2009-05-23,"Alabama",109.490384615385,NA
"283",2009-05-30,"Alabama",109.490384615385,NA
"284",2009-06-06,"Alabama",109.490384615385,NA
"285",2009-06-13,"Alabama",109.490384615385,NA
"286",2009-06-20,"Alabama",109.490384615385,NA
"287",2009-06-27,"Alabama",109.490384615385,NA
"288",2009-07-04,"Alabama",109.490384615385,NA
"289",2009-07-11,"Alabama",130.545384615385,NA
"290",2009-07-18,"Alabama",130.545384615385,NA
"291",2009-07-25,"Alabama",153.248461538462,NA
"292",2009-08-01,"Alabama",153.248461538462,NA
"293",2009-08-08,"Alabama",171.51,NA
"294",2009-08-15,"Alabama",189.143653846154,NA
"295",2009-08-22,"Alabama",171.344423076923,NA
"296",2009-08-29,"Alabama",171.344423076923,NA
"297",2009-09-05,"Alabama",171.344423076923,NA
"298",2009-09-12,"Alabama",171.344423076923,NA
"299",2009-09-19,"Alabama",194.634038461538,NA
"300",2009-09-26,"Alabama",194.634038461538,NA
"301",2009-10-03,"Alabama",187.447884615385,NA
"302",2009-10-10,"Alabama",202.365,NA
"303",2009-10-17,"Alabama",178.350384615385,NA
"304",2009-10-24,"Alabama",178.350384615385,NA
"305",2009-10-31,"Alabama",178.350384615385,NA
"306",2009-11-07,"Alabama",173.298269230769,NA
"307",2009-11-14,"Alabama",173.298269230769,NA
"308",2009-11-21,"Alabama",173.298269230769,NA
"309",2009-11-28,"Alabama",193.815192307692,NA
"310",2009-12-05,"Alabama",193.815192307692,NA
"311",2009-12-12,"Alabama",193.815192307692,NA
"312",2009-12-19,"Alabama",223.964423076923,NA
"313",2009-12-26,"Alabama",223.964423076923,NA
"314",2010-01-02,"Alabama",223.964423076923,NA
"315",2010-01-09,"Alabama",223.964423076923,NA
"316",2010-01-16,"Alabama",223.964423076923,NA
"317",2010-01-23,"Alabama",223.964423076923,NA
"318",2010-01-30,"Alabama",238.133269230769,NA
"319",2010-02-06,"Alabama",238.133269230769,NA
"320",2010-02-13,"Alabama",252.200576923077,NA
"321",2010-02-20,"Alabama",243.718461538462,NA
"322",2010-02-27,"Alabama",243.718461538462,NA
"323",2010-03-06,"Alabama",243.718461538462,NA
"324",2010-03-13,"Alabama",257.182884615385,NA
"325",2010-03-20,"Alabama",257.182884615385,NA
"326",2010-03-27,"Alabama",257.182884615385,NA
"327",2010-04-03,"Alabama",279.759807692308,NA
"328",2010-04-10,"Alabama",301.489615384615,NA
"329",2010-04-17,"Alabama",321.864423076923,NA
"330",2010-04-24,"Alabama",321.864423076923,NA
"331",2010-05-01,"Alabama",321.864423076923,NA
"332",2010-05-08,"Alabama",321.864423076923,NA
"333",2010-05-15,"Alabama",321.864423076923,NA
"334",2010-05-22,"Alabama",321.864423076923,NA
"335",2010-05-29,"Alabama",321.864423076923,NA
"336",2010-06-05,"Alabama",321.864423076923,NA
"337",2010-06-12,"Alabama",321.864423076923,NA
"338",2010-06-19,"Alabama",321.864423076923,NA
"339",2010-06-26,"Alabama",321.864423076923,NA
"340",2010-07-03,"Alabama",338.696153846154,NA
"341",2010-07-10,"Alabama",317.641153846154,NA
"342",2010-07-17,"Alabama",317.641153846154,NA
"343",2010-07-24,"Alabama",294.938076923077,NA
"344",2010-07-31,"Alabama",315.644807692308,NA
"345",2010-08-07,"Alabama",318.134807692308,NA
"346",2010-08-14,"Alabama",386.926346153846,NA
"347",2010-08-21,"Alabama",401.134807692308,NA
"348",2010-08-28,"Alabama",417.516538461538,NA
"349",2010-09-04,"Alabama",417.516538461538,NA
"350",2010-09-11,"Alabama",417.516538461538,NA
"351",2010-09-18,"Alabama",414.045384615385,NA
"352",2010-09-25,"Alabama",427.407115384615,NA
"353",2010-10-02,"Alabama",429.205,NA
"354",2010-10-09,"Alabama",427.679038461538,NA
"355",2010-10-16,"Alabama",427.679038461538,NA
"356",2010-10-23,"Alabama",442.584038461538,NA
"357",2010-10-30,"Alabama",442.584038461538,NA
"358",2010-11-06,"Alabama",440.500769230769,NA
"359",2010-11-13,"Alabama",440.500769230769,NA
"360",2010-11-20,"Alabama",458.240576923077,NA
"361",2010-11-27,"Alabama",460.529038461538,NA
"362",2010-12-04,"Alabama",460.529038461538,NA
"363",2010-12-11,"Alabama",460.529038461538,NA
"364",2010-12-18,"Alabama",430.379807692308,NA
"365",2010-12-25,"Alabama",430.379807692308,NA
"366",2011-01-01,"Alabama",430.379807692308,NA
"367",2011-01-08,"Alabama",440.731538461538,NA
"368",2011-01-15,"Alabama",449.344423076923,NA
"369",2011-01-22,"Alabama",461.563846153846,NA
"370",2011-01-29,"Alabama",462.638076923077,NA
"371",2011-02-05,"Alabama",474.583461538462,NA
"372",2011-02-12,"Alabama",470.103269230769,NA
"373",2011-02-19,"Alabama",467.682307692308,NA
"374",2011-02-26,"Alabama",480.815384615385,NA
"375",2011-03-05,"Alabama",491.838653846154,NA
"376",2011-03-12,"Alabama",495.557692307692,NA
"377",2011-03-19,"Alabama",514.075384615385,NA
"378",2011-03-26,"Alabama",525.296923076923,NA
"379",2011-04-02,"Alabama",520.376923076923,NA
"380",2011-04-09,"Alabama",507.269038461538,NA
"381",2011-04-16,"Alabama",498.059230769231,NA
"382",2011-04-23,"Alabama",508.758653846154,NA
"383",2011-04-30,"Alabama",516.537692307692,NA
"384",2011-05-07,"Alabama",516.537692307692,NA
"385",2011-05-14,"Alabama",526.033461538462,NA
"386",2011-05-21,"Alabama",543.074807692308,NA
"387",2011-05-28,"Alabama",543.074807692308,NA
"388",2011-06-04,"Alabama",555.739038461538,NA
"389",2011-06-11,"Alabama",565.903269230769,NA
"390",2011-06-18,"Alabama",574.833269230769,NA
"391",2011-06-25,"Alabama",592.7975,NA
"392",2011-07-02,"Alabama",592.274423076923,NA
"393",2011-07-09,"Alabama",606.562692307692,NA
"394",2011-07-16,"Alabama",617.898653846154,NA
"395",2011-07-23,"Alabama",628.732884615385,NA
"396",2011-07-30,"Alabama",624.249038461538,NA
"397",2011-08-06,"Alabama",614.566538461538,NA
"398",2011-08-13,"Alabama",539.954230769231,NA
"399",2011-08-20,"Alabama",537.735961538462,NA
"400",2011-08-27,"Alabama",537.517692307692,NA
"401",2011-09-03,"Alabama",554.070576923077,NA
"402",2011-09-10,"Alabama",571.883846153846,NA
"403",2011-09-17,"Alabama",559.087692307692,NA
"404",2011-09-24,"Alabama",556.605769230769,NA
"405",2011-10-01,"Alabama",553.696538461538,NA
"406",2011-10-08,"Alabama",553.109807692308,NA
"407",2011-10-15,"Alabama",565.732115384615,NA
"408",2011-10-22,"Alabama",566.520576923077,NA
"409",2011-10-29,"Alabama",579.920192307692,NA
"410",2011-11-05,"Alabama",573.082307692308,NA
"411",2011-11-12,"Alabama",587.882115384615,NA
"412",2011-11-19,"Alabama",588.343846153846,NA
"413",2011-11-26,"Alabama",574.126923076923,NA
"414",2011-12-03,"Alabama",585.996346153846,NA
"415",2011-12-10,"Alabama",597.326538461538,NA
"416",2011-12-17,"Alabama",607.391153846154,NA
"417",2011-12-24,"Alabama",618.541730769231,NA
"418",2011-12-31,"Alabama",629.4325,NA
"419",2012-01-07,"Alabama",631.513846153846,NA
"420",2012-01-14,"Alabama",630.971538461538,NA
"421",2012-01-21,"Alabama",631.880192307692,NA
"422",2012-01-28,"Alabama",628.780576923077,NA
"423",2012-02-04,"Alabama",627.694230769231,NA
"424",2012-02-11,"Alabama",629.894038461538,NA
"425",2012-02-18,"Alabama",634.810961538462,NA
"426",2012-02-25,"Alabama",629.032884615385,NA
"427",2012-03-03,"Alabama",631.201538461538,NA
"428",2012-03-10,"Alabama",628.033461538462,NA
"429",2012-03-17,"Alabama",620.997115384615,NA
"430",2012-03-24,"Alabama",619.985961538462,NA
"431",2012-03-31,"Alabama",610.896730769231,NA
"432",2012-04-07,"Alabama",610.902115384615,NA
"433",2012-04-14,"Alabama",610.004615384615,NA
"434",2012-04-21,"Alabama",609.934038461538,NA
"435",2012-04-28,"Alabama",610.669038461538,NA
"436",2012-05-05,"Alabama",627.493461538462,NA
"437",2012-05-12,"Alabama",631.540384615385,NA
"438",2012-05-19,"Alabama",626.719807692308,NA
"439",2012-05-26,"Alabama",635.702307692308,NA
"440",2012-06-02,"Alabama",636.693076923077,NA
"441",2012-06-09,"Alabama",635.077307692308,NA
"442",2012-06-16,"Alabama",633.447884615385,NA
"443",2012-06-23,"Alabama",628.906730769231,NA
"444",2012-06-30,"Alabama",624.131730769231,NA
"445",2012-07-07,"Alabama",620.496346153846,NA
"446",2012-07-14,"Alabama",609.160384615385,NA
"447",2012-07-21,"Alabama",612.6725,NA
"448",2012-07-28,"Alabama",609.045576923077,NA
"449",2012-08-04,"Alabama",612.866538461538,NA
"450",2012-08-11,"Alabama",610.176923076923,NA
"451",2012-08-18,"Alabama",614.582884615385,NA
"452",2012-08-25,"Alabama",609.944807692308,NA
"453",2012-09-01,"Alabama",602.114615384615,NA
"454",2012-09-08,"Alabama",598.300192307692,NA
"455",2012-09-15,"Alabama",603.336538461538,NA
"456",2012-09-22,"Alabama",605.300961538462,NA
"457",2012-09-29,"Alabama",598.676730769231,NA
"458",2012-10-06,"Alabama",595.076538461538,NA
"459",2012-10-13,"Alabama",594.429230769231,NA
"460",2012-10-20,"Alabama",587.166538461538,NA
"461",2012-10-27,"Alabama",587.245384615385,NA
"462",2012-11-03,"Alabama",592.392307692308,NA
"463",2012-11-10,"Alabama",589.267115384615,NA
"464",2012-11-17,"Alabama",581.274615384615,NA
"465",2012-11-24,"Alabama",586.291923076923,NA
"466",2012-12-01,"Alabama",587.295769230769,NA
"467",2012-12-08,"Alabama",589.908076923077,NA
"468",2012-12-15,"Alabama",592.270192307692,NA
"469",2012-12-22,"Alabama",591.212115384615,NA
"470",2012-12-29,"Alabama",586.020961538462,NA
"471",2013-01-05,"Alabama",586.480192307692,NA
"472",2013-01-12,"Alabama",585.593653846154,NA
"473",2013-01-19,"Alabama",583.090576923077,NA
"474",2013-01-26,"Alabama",576.877307692308,NA
"475",2013-02-02,"Alabama",578.380192307692,NA
"476",2013-02-09,"Alabama",576.705961538462,NA
"477",2013-02-16,"Alabama",568.688076923077,NA
"478",2013-02-23,"Alabama",574.940769230769,NA
"479",2013-03-02,"Alabama",572.289423076923,NA
"480",2013-03-09,"Alabama",569.478653846154,NA
"481",2013-03-16,"Alabama",575.802307692308,NA
"482",2013-03-23,"Alabama",582.876538461538,NA
"483",2013-03-30,"Alabama",584.810769230769,NA
"484",2013-04-06,"Alabama",592.162307692308,NA
"485",2013-04-13,"Alabama",592.303461538462,NA
"486",2013-04-20,"Alabama",593.948461538462,NA
"487",2013-04-27,"Alabama",598.0125,NA
"488",2013-05-04,"Alabama",589.771153846154,NA
"489",2013-05-11,"Alabama",584.734615384615,NA
"490",2013-05-18,"Alabama",584.078846153846,NA
"491",2013-05-25,"Alabama",586.721923076923,NA
"492",2013-06-01,"Alabama",581.988269230769,NA
"493",2013-06-08,"Alabama",583.636346153846,NA
"494",2013-06-15,"Alabama",586.303269230769,NA
"495",2013-06-22,"Alabama",584.320384615385,NA
"496",2013-06-29,"Alabama",584.049038461538,NA
"497",2013-07-06,"Alabama",585.020384615385,NA
"498",2013-07-13,"Alabama",594.702307692308,NA
"499",2013-07-20,"Alabama",598.018269230769,NA
"500",2013-07-27,"Alabama",595.380384615385,NA
"501",2013-08-03,"Alabama",590.348461538461,NA
"502",2013-08-10,"Alabama",595.925384615385,NA
"503",2013-08-17,"Alabama",595.555,NA
"504",2013-08-24,"Alabama",594.991923076923,NA
"505",2013-08-31,"Alabama",600.955961538462,NA
"506",2013-09-07,"Alabama",598.194038461538,NA
"507",2013-09-14,"Alabama",599.751153846154,NA
"508",2013-09-21,"Alabama",596.352692307692,NA
"509",2013-09-28,"Alabama",600.602115384615,NA
"510",2013-10-05,"Alabama",607.130192307692,NA
"511",2013-10-12,"Alabama",608.114615384615,NA
"512",2013-10-19,"Alabama",609.144423076923,NA
"513",2013-10-26,"Alabama",605.193461538462,NA
"514",2013-11-02,"Alabama",603.337307692308,NA
"515",2013-11-09,"Alabama",603.830384615385,NA
"516",2013-11-16,"Alabama",607.719615384615,NA
"517",2013-11-23,"Alabama",605.573076923077,NA
"518",2013-11-30,"Alabama",600.955192307692,NA
"519",2013-12-07,"Alabama",596.786923076923,NA
"520",2013-12-14,"Alabama",596.464230769231,NA
"521",2013-12-21,"Alabama",599.656153846154,NA
"522",2013-12-28,"Alabama",606.824807692308,NA
"523",2014-01-04,"Alabama",625.428461538462,NA
"524",2014-01-11,"Alabama",633.442115384615,NA
"525",2014-01-18,"Alabama",636.916923076923,NA
"526",2014-01-25,"Alabama",642.639615384615,NA
"527",2014-02-01,"Alabama",643.674807692308,NA
"528",2014-02-08,"Alabama",656.429230769231,NA
"529",2014-02-15,"Alabama",659.013846153846,NA
"530",2014-02-22,"Alabama",658.700384615385,NA
"531",2014-03-01,"Alabama",656.892884615385,NA
"532",2014-03-08,"Alabama",656.427307692308,NA
"533",2014-03-15,"Alabama",651.202884615385,NA
"534",2014-03-22,"Alabama",648.019615384615,NA
"535",2014-03-29,"Alabama",647.5675,NA
"536",2014-04-05,"Alabama",641.843269230769,NA
"537",2014-04-12,"Alabama",645.177307692308,NA
"538",2014-04-19,"Alabama",643.260192307692,NA
"539",2014-04-26,"Alabama",644.615961538462,NA
"540",2014-05-03,"Alabama",649.413846153846,NA
"541",2014-05-10,"Alabama",652.852884615385,NA
"542",2014-05-17,"Alabama",654.935576923077,NA
"543",2014-05-24,"Alabama",657.889615384615,NA
"544",2014-05-31,"Alabama",661.899807692308,NA
"545",2014-06-07,"Alabama",661.659230769231,NA
"546",2014-06-14,"Alabama",663.844615384615,NA
"547",2014-06-21,"Alabama",665.445,NA
